country_code,city_name,ascii_name,alt_names,latitude,longitude,iana_timezone,utc_offset_minutes,utc_offset_label
BR,Confreza,Confreza,CFO|SJHG,-10.633611,-51.567222,America/Cuiaba,-240,UTC-04:00
AU,Barrow Island,Barrow Island,BWB|YBWX,-20.798,115.406,Australia/Perth,480,UTC+08:00
MZ,Inhambane,Inhambane,FQIN|INH,-23.876431,35.408544,Africa/Maputo,120,UTC+02:00
CA,Pukatawagan,Pukatawagan,XPK,0.0,0.0,America/Winnipeg,-300,UTC-05:00
US,"Point Lay, Alaska","Point Lay, Alaska",PIZ|PPIZ,69.732875,-163.005342,America/Nome,-480,UTC-08:00
CA,Churchill Falls,Churchill Falls,CZUM|ZUM,53.5619,-64.1064,America/Goose_Bay,-180,UTC-03:00
HN,La Ceiba,La Ceiba,LCE|MHLC,15.742481,-86.853036,America/Tegucigalpa,-360,UTC-06:00
ES,Jerez De La Frontera,Jerez De La Frontera,LEJR|XRY|YJW,36.744622,-6.060111,Europe/Madrid,120,UTC+02:00
FR,Rochefort,Rochefort,LFDN|RCO,45.887779,-0.983056,Europe/Paris,120,UTC+02:00
US,"Catalina Island, California","Catalina Island, California",AVX|KAVX,33.405,-118.415833,America/Los_Angeles,-420,UTC-07:00
CO,Corozal,Corozal,CZU|SKCZ,9.332742,-75.285594,America/Bogota,-300,UTC-05:00
RU,Belokurikha,Belokurikha,,51.99482,84.99356,Asia/Krasnoyarsk,420,UTC+07:00
RU,Orsk,Orsk,OSW|UWOR,51.0725,58.5956,Asia/Yekaterinburg,300,UTC+05:00
DE,Friedrichshafen,Friedrichshafen,EDNY|FDH,47.671317,9.511486,Europe/Berlin,120,UTC+02:00
TR,Antalya,Antalya,AYT|LTAI,36.898731,30.800461,Europe/Istanbul,180,UTC+03:00
US,"Sand Point, Alaska","Sand Point, Alaska",PASD|SDP,55.315,-160.523,America/Anchorage,-480,UTC-08:00
ES,Zaragoza,Zaragoza,LEZG|RZG|XZZ|ZAZ,41.666242,-1.041553,Europe/Madrid,120,UTC+02:00
EG,ALEJANDRIA,ALEJANDRIA,ALY|HBE|HEAX|HEBA,31.183903,29.948889,Africa/Cairo,180,UTC+03:00
DE,Wuerzburg,Wuerzburg,QWU,49.801389,9.935556,Europe/Berlin,120,UTC+02:00
CA,Revelstoke,Revelstoke,CYRV|YRV,50.9667,-118.183,America/Vancouver,-420,UTC-07:00
KZ,Kostanay,Kostanay,KSN|UAUU,53.206944,63.550278,Asia/Qyzylorda,300,UTC+05:00
MA,Dakhla,Dakhla,GMMH|VIL,23.7183,-15.932,Africa/El_Aaiun,60,UTC+01:00
CA,Ottawa,Ottawa,CYND|CYOW|XDS|YND|YOW|YRO,45.3225,-75.669167,America/Montreal,-240,UTC-04:00
CN,Kuqa,Kuqa,KCA|ZWKC,41.7181,82.9869,Asia/Urumqi,360,UTC+06:00
IE,Donegal,Donegal,CFN|EIDL,55.044192,-8.341,Europe/Dublin,60,UTC+01:00
ES,Puente Genil,Puente Genil,GEN,60.1939,11.1004,Africa/Ceuta,120,UTC+02:00
CN,Wenzhou,Wenzhou,WNZ|ZSWZ,27.9122,120.852,Asia/Shanghai,480,UTC+08:00
PK,Quetta,Quetta,OPQT|UET,30.251369,66.937764,Asia/Karachi,300,UTC+05:00
GA,Mayoumba,Mayoumba,FOOY|MYB,-3.416667,10.65,Africa/Libreville,60,UTC+01:00
GB,Lasham,Lasham,EGHL|QLA,51.187167,-1.0335,Europe/London,60,UTC+01:00
US,"Fishers Island, New York","Fishers Island, New York",FID,41.25382,-72.02977,America/New_York,-240,UTC-04:00
IT,Bologna,Bologna,BLQ|IBT|LIPE,44.535444,11.288667,Europe/Rome,120,UTC+02:00
DE,Norden,Norden,EDWS|NOD,53.632221,7.191389,Europe/Berlin,120,UTC+02:00
CK,Aitutaki,Aitutaki,AIT|NCAI,-18.830922,-159.764233,Pacific/Rarotonga,-600,UTC-10:00
US,"Hot Springs, Arkansas","Hot Springs, Arkansas",HOT|KHOT,34.478,-93.0962,America/Chicago,-300,UTC-05:00
NL,Leiden,Leiden,EHVB|LID,52.166139,4.417944,Europe/Amsterdam,120,UTC+02:00
CA,Teslin,Teslin,CYZW|YZW,60.172779,-132.742778,America/Whitehorse,-420,UTC-07:00
TR,Nevsehir,Nevsehir,LTAZ|NAV,38.771867,34.53455,Europe/Istanbul,180,UTC+03:00
JP,Izumo,Izumo,IZO|RJOC,35.413611,132.89,Asia/Tokyo,540,UTC+09:00
ZA,Margate,Margate,FAMG|MGH,-30.857408,30.343019,Africa/Johannesburg,120,UTC+02:00
GB,Enniskillen,Enniskillen,EGAB|ENK,54.398889,-7.651667,Europe/London,60,UTC+01:00
GR,Agrinion,Agrinion,AGQ|LGAG,38.602022,21.351208,Europe/Athens,180,UTC+03:00
RU,Tobolsk,Tobolsk,RMZ|TOX,58.1358,68.2319,Asia/Yekaterinburg,300,UTC+05:00
AO,Kuito,Kuito,FNKU|SVP,-12.404633,16.947414,Africa/Luanda,60,UTC+01:00
PL,Krakow,Krakow,EPKK|KRK,50.077731,19.784836,Europe/Warsaw,120,UTC+02:00
RU,Amderma,Amderma,AMV|ULDD,69.7633,61.5564,Europe/Moscow,180,UTC+03:00
PH,Ozamis City,Ozamis City,OZC|RPMO,8.178508,123.841731,Asia/Manila,480,UTC+08:00
US,"Saint Marys, Alaska","Saint Marys, Alaska",KSM|PASM,62.0605,-163.302,America/Nome,-480,UTC-08:00
TH,Phetchabun,Phetchabun,PHY|VTPB,16.676028,101.195108,Asia/Bangkok,420,UTC+07:00
FR,Aix En Provence,Aix En Provence,LFMA|QXB,43.505554,5.367778,Europe/Paris,120,UTC+02:00
US,"Salina, Utah","Salina, Utah",KSBO|SBO,32.609139,-82.369944,America/Denver,-360,UTC-06:00
US,"Mount Vernon, Illinois","Mount Vernon, Illinois",MVN,0.0,0.0,America/Winnipeg,-300,UTC-05:00
JP,Obihiro,Obihiro,OBO|RJCB,42.733333,143.217222,Asia/Tokyo,540,UTC+09:00
ZA,Sabi Sabi,Sabi Sabi,GSS,-24.9415,31.4446,Africa/Johannesburg,120,UTC+02:00
US,"Gulfport, Mississipi","Gulfport, Mississipi",GPT|KGPT,30.407278,-89.070111,America/Chicago,-300,UTC-05:00
PR,Vieques,Vieques,TJCG|VQS,18.1158,-65.4227,America/Puerto_Rico,-240,UTC-04:00
GY,Kamarang,Kamarang,KAR|SYKM,5.865278,-60.614167,America/Guyana,-240,UTC-04:00
TH,Nakhon Ratchasima,Nakhon Ratchasima,NAK|VTUQ,14.949497,102.312736,Asia/Bangkok,420,UTC+07:00
PR,Arecibo,Arecibo,ARE|TJAB,18.451111,-66.675556,America/Puerto_Rico,-240,UTC-04:00
US,"Portland, Oregon","Portland, Oregon",KPDX|PDX,45.588722,-122.5975,America/Los_Angeles,-420,UTC-07:00
US,"Bloomington, Illinois","Bloomington, Illinois",BMI|KBMI,40.477111,-88.915917,America/Chicago,-300,UTC-05:00
AR,San Juan,San Juan,SANU|UAQ,-31.571472,-68.418194,America/Argentina/San_Juan,-180,UTC-03:00
MZ,Maputo,Maputo,FQMA|MPM,-25.920836,32.572606,Africa/Maputo,120,UTC+02:00
ID,Medan,Medan,KNO|MES|WIMM,3.558056,98.671722,Asia/Jakarta,420,UTC+07:00
BR,Mucuri,Mucuri,MVS|SNMU,-18.0489,-39.8642,America/Bahia,-180,UTC-03:00
RU,Omsk,Omsk,OMS|UNOO,54.967042,73.310514,Asia/Omsk,360,UTC+06:00
US,"Shishmaref, Alaska","Shishmaref, Alaska",PASH|SHH,66.2496,-166.089,America/Nome,-480,UTC-08:00
DK,Aarhus,Aarhus,AAR|EKAH,56.300017,10.619008,Europe/Copenhagen,120,UTC+02:00
US,"Tuscaloosa, Alabama","Tuscaloosa, Alabama",KTCL|TCL,33.220627,-87.611403,America/Chicago,-300,UTC-05:00
US,"Chincoteague, Virginia","Chincoteague, Virginia",KWAL|WAL,37.940194,-75.466389,America/New_York,-240,UTC-04:00
SB,Ringi Cove,Ringi Cove,AGRC|RIN,-8.12639,157.143,Pacific/Guadalcanal,660,UTC+11:00
ET,Harar,Harar,HAHM|QHR,8.7163,39.0059,Asia/Qatar,180,UTC+03:00
US,"Harlingen, Texas","Harlingen, Texas",HRL|KHRL,26.2285,-97.654389,America/Chicago,-300,UTC-05:00
IN,Raipur,Raipur,RPR|VARP,21.180406,81.738753,Asia/Kolkata,330,UTC+05:30
AR,Rio Turbio,Rio Turbio,RYO,-51.533333,-72.3,America/Argentina/Rio_Gallegos,-180,UTC-03:00
BW,Tuli Lodge,Tuli Lodge,FBTL|TLD,-22.1892,29.1269,Africa/Gaborone,120,UTC+02:00
PH,Manila,Manila,MNL|RPLL|SGL,14.508647,121.019581,Asia/Manila,480,UTC+08:00
ZW,Victoria Falls,Victoria Falls,FVFA|VFA,-18.095881,25.839006,Africa/Harare,120,UTC+02:00
US,"Saint George Island, Alaska","Saint George Island, Alaska",STG,56.577222,-169.663611,America/Anchorage,-480,UTC-08:00
RO,Sibiu,Sibiu,LRSB|SBZ,45.785597,24.091342,Europe/Bucharest,180,UTC+03:00
SN,Tambacounda,Tambacounda,GOTT|TUD,13.736817,-13.653122,Africa/Dakar,0,UTC+00:00
MX,Puerto Vallarta,Puerto Vallarta,MMPR|PVR,20.680083,-105.254167,America/Mexico_City,-360,UTC-06:00
MX,Monterrey,Monterrey,MMAN|MMMY|MTY|NTR,25.778489,-100.106878,America/Monterrey,-360,UTC-06:00
FR,Vichy,Vichy,LFLV|VHY,46.169689,3.403736,Europe/Paris,120,UTC+02:00
PG,Wipim,Wipim,WPM,-8.78822,142.882,Asia/Vladivostok,600,UTC+10:00
BR,Cuiaba,Cuiaba,CGB|SBCY,-15.652931,-56.116719,America/Cuiaba,-240,UTC-04:00
US,"Emporia, Kansas","Emporia, Kansas",EMP,38.3321,-96.1912,America/Chicago,-300,UTC-05:00
EC,Esmeraldas,Esmeraldas,ESM|SETN,0.978519,-79.6266,America/Guayaquil,-300,UTC-05:00
PK,Dera Ghazi Khan,Dera Ghazi Khan,DEA|OPDG,29.961011,70.485925,Asia/Karachi,300,UTC+05:00
TN,Monastir,Monastir,DTMB|MIR,35.758056,10.754722,Africa/Tunis,60,UTC+01:00
YE,Beihan,Beihan,BHN|OYBN,14.781972,45.720083,Asia/Aden,180,UTC+03:00
CO,Villavicencio,Villavicencio,SKVV|VVC,4.167875,-73.613761,America/Bogota,-300,UTC-05:00
RO,Bacau,Bacau,BCM|LRBC,46.521946,26.910278,Europe/Bucharest,180,UTC+03:00
CA,Sachigo Lake,Sachigo Lake,CZPB|ZPB,53.8911,-92.1964,America/Winnipeg,-300,UTC-05:00
CA,Quesnel,Quesnel,CYQZ|YQZ,53.026112,-122.510278,America/Vancouver,-420,UTC-07:00
ID,Ambon,Ambon,AMQ|WAPP,-3.710264,128.089136,Asia/Jayapura,540,UTC+09:00
CZ,Pardubice,Pardubice,LKPD|PED,50.013419,15.738647,Europe/Prague,120,UTC+02:00
KI,Aranuka,Aranuka,AAK|NGUK,0.185278,173.636389,Pacific/Tarawa,720,UTC+12:00
GH,Sunyani,Sunyani,DGSN|NYI,7.361828,-2.328756,Africa/Accra,0,UTC+00:00
JP,Hachijo Jima,Hachijo Jima,HAC|RJTH,33.115,139.785833,Asia/Tokyo,540,UTC+09:00
PK,Bhurban,Bhurban,BHC,0.0,0.0,Asia/Oral,300,UTC+05:00
FM,Kosrae,Kosrae,KSA|PTSA,5.356975,162.958386,Pacific/Kosrae,660,UTC+11:00
CA,Fort Frances,Fort Frances,CYAG|YAG,48.6542,-93.4397,America/Winnipeg,-300,UTC-05:00
US,"Marietta, GA","Marietta, GA",KMGE|MGE,33.915382,-84.516319,America/New_York,-240,UTC-04:00
US,"Milwaukee, WI","Milwaukee, WI",KMKE|KMWC|MKE|MWC,42.947222,-87.896583,America/Chicago,-300,UTC-05:00
TR,Rize,Rize,RZV,41.1736,40.845,Europe/Istanbul,180,UTC+03:00
KR,Ankokoambo,Ankokoambo,MWX|RKJB,34.991389,126.382778,Asia/Seoul,540,UTC+09:00
CA,Havre St Pierre,Havre St Pierre,CYGV|YGV,50.281944,-63.611389,America/Montreal,-240,UTC-04:00
BR,Iguassu Falls,Iguassu Falls,IGU|SBFI,-25.59615,-54.487206,America/Sao_Paulo,-180,UTC-03:00
TR,Malatya,Malatya,LTAT|MLX,38.435347,38.091006,Europe/Istanbul,180,UTC+03:00
CD,Tshikapa,Tshikapa,FZUK|TSH,-6.43833,20.7947,Africa/Lubumbashi,120,UTC+02:00
MY,Kerteh,Kerteh,KTE|WMKE,4.537222,103.426756,Asia/Kuala_Lumpur,480,UTC+08:00
PH,General Santos,General Santos,GES|RPMB,6.106439,125.2353,Asia/Manila,480,UTC+08:00
US,"Chevak, Alaska","Chevak, Alaska",PAVA|VAK,61.5338,-165.584,America/Nome,-480,UTC-08:00
CN,Ankang,Ankang,AKA|ZLAK,32.7081,108.931,Asia/Chongqing,480,UTC+08:00
US,"McCook, Nebraska","McCook, Nebraska",KMCK|MCK,40.206389,-100.592222,America/Chicago,-300,UTC-05:00
FJ,Koro Island,Koro Island,KXF|NFNO,-17.3458,179.422,Pacific/Fiji,720,UTC+12:00
CR,Puerto Jimenez,Puerto Jimenez,MRPJ|PJM,8.53333,-83.3,America/Costa_Rica,-360,UTC-06:00
CA,Wawa,Wawa,CYXZ|YXZ,47.966944,-84.786389,America/Toronto,-240,UTC-04:00
CO,Paz De Ariporo,Paz De Ariporo,PZA,0.0,0.0,America/Bogota,-300,UTC-05:00
HR,Dubrovnik,Dubrovnik,DBV|LDDU,42.561353,18.268244,Europe/Zagreb,120,UTC+02:00
SB,Munda,Munda,AGGM|MUA,-8.32797,157.263,Pacific/Guadalcanal,660,UTC+11:00
US,"Pierre, South Dakota","Pierre, South Dakota",KPIR|PIR,44.3827,-100.286,America/Chicago,-300,UTC-05:00
AO,Negage,Negage,FNNG|GXG,-7.754506,15.287728,Africa/Luanda,60,UTC+01:00
CA,Tete A La Baleine,Tete A La Baleine,CTB6|ZTB,50.6744,-59.3836,America/Blanc-Sablon,-240,UTC-04:00
BR,Erechim,Erechim,ERM|SSER,-27.6619,-52.2683,America/Sao_Paulo,-180,UTC-03:00
US,"Wahiawa, Hawaii","Wahiawa, Hawaii",HHI|PHHI,21.4835,-158.039667,Pacific/Honolulu,-600,UTC-10:00
PK,Chitral,Chitral,CJL|OPCH,35.886592,71.800578,Asia/Karachi,300,UTC+05:00
US,"Igiugig, Alaska","Igiugig, Alaska",IGG|PAIG,59.324,-155.902,America/Anchorage,-480,UTC-08:00
US,"Greenville, South Carolina","Greenville, South Carolina",GSP|KGSP,34.895556,-82.218889,America/New_York,-240,UTC-04:00
EC,Loja,Loja,LOH|SETM,-3.99589,-79.3719,America/Guayaquil,-300,UTC-05:00
US,"Galena, Alaska","Galena, Alaska",GAL|PAGA,64.736178,-156.937417,America/Anchorage,-480,UTC-08:00
UG,Entebbe,Entebbe,EBB|HUEN,0.042386,32.443503,Africa/Kampala,180,UTC+03:00
US,"Kuparuk, Alaska","Kuparuk, Alaska",PAKU|UUK,70.330833,-149.5975,America/Anchorage,-480,UTC-08:00
RU,Tyumen,Tyumen,TJM|USTR,57.189567,65.3243,Asia/Yekaterinburg,300,UTC+05:00
PT,Santa Maria,Santa Maria,LPAZ|SMA,36.97139,-25.170639,Atlantic/Azores,0,UTC+00:00
FR,Megeve,Megeve,LFHM|MVV,45.8208,6.65222,Europe/Paris,120,UTC+02:00
ID,Palangkaraya,Palangkaraya,PKY|WAOP,-2.225128,113.942661,Asia/Pontianak,420,UTC+07:00
US,"Gainesville, Georgia","Gainesville, Georgia",GVL|KGVL,34.272627,-83.8302233,America/New_York,-240,UTC-04:00
PH,Cotabato,Cotabato,CBO|RPMC,7.165242,124.209619,Asia/Manila,480,UTC+08:00
US,"Port Hueneme, California","Port Hueneme, California",KNTD|NTD,34.120285,-119.12094,America/Los_Angeles,-420,UTC-07:00
IT,Reggio di Calabria,Reggio di Calabria,LICR|RCC|REG,38.071206,15.651556,Europe/Rome,120,UTC+02:00
AU,Coen,Coen,CUQ|YCOE,-13.7608,143.114,Australia/Brisbane,600,UTC+10:00
US,"Upolu Point, Hawaii","Upolu Point, Hawaii",PHUP|UPP,20.265256,-155.859989,Pacific/Honolulu,-600,UTC-10:00
CO,Armenia,Armenia,AXM|SKAR,4.452775,-75.766447,America/Bogota,-300,UTC-05:00
US,"Kingman, Arizona","Kingman, Arizona",IGM,35.2595,-113.938,America/Phoenix,-420,UTC-07:00
DE,Mannheim,Mannheim,EDFM|MHG|MHJ,49.472706,8.514264,Europe/Berlin,120,UTC+02:00
BW,Khwai River Lodge,Khwai River Lodge,FBKR|KHW,-19.149166,23.7875,Africa/Gaborone,120,UTC+02:00
TZ,Seronera,Seronera,HTSN|SEU,-2.458056,34.8225,Africa/Dar_es_Salaam,180,UTC+03:00
MY,Sandakan,Sandakan,SDK|WBKS,5.900897,118.059486,Asia/Kuching,480,UTC+08:00
BO,Trinidad,Trinidad,SLTR|TDD,-14.818739,-64.918019,America/La_Paz,-240,UTC-04:00
CA,Whitehorse,Whitehorse,CYXY|YXY,60.709553,-135.067269,America/Whitehorse,-420,UTC-07:00
US,"Springfield, Vermont","Springfield, Vermont",VSF,43.343333,-72.517222,America/New_York,-240,UTC-04:00
US,"Redmond, Oregon","Redmond, Oregon",KRDM|RDM,44.254066,-121.149964,America/Los_Angeles,-420,UTC-07:00
TD,Abecher,Abecher,AEH|FTTC,13.847,20.844333,Africa/Ndjamena,60,UTC+01:00
CA,Leaf Rapids,Leaf Rapids,YLR,56.5133,-99.9853,America/Winnipeg,-300,UTC-05:00
PA,Tubala,Tubala,TUW,9.52,-79.03,America/Panama,-300,UTC-05:00
US,"Dubois, Pennsylvania","Dubois, Pennsylvania",DUJ|KDUJ,41.1783,-78.8987,America/New_York,-240,UTC-04:00
CN,Baoshan,Baoshan,BSD|ZPBS,25.053333,99.168333,Asia/Chongqing,480,UTC+08:00
SE,Lycksele,Lycksele,ESNL|LYC,64.548322,18.716219,Europe/Stockholm,120,UTC+02:00
KE,Eldoret,Eldoret,EDL|HKEL,0.404458,35.238928,Africa/Nairobi,180,UTC+03:00
FR,Colmar,Colmar,CMR|LFGA,48.109853,7.359011,Europe/Paris,120,UTC+02:00
LB,Beirut,Beirut,BEY|OLBA,33.820931,35.488389,Asia/Beirut,180,UTC+03:00
US,"Norfolk, Virginia","Norfolk, Virginia",KNGU|KORF|NGU|ORF,36.894611,-76.201222,America/New_York,-240,UTC-04:00
PH,Davao,Davao,DVO|RPMD,7.125522,125.645778,Asia/Manila,480,UTC+08:00
GR,Alexandroupolis,Alexandroupolis,AXD|LGAL,40.855869,25.956264,Europe/Athens,180,UTC+03:00
BR,Nova Iguacu,Nova Iguacu,QNV|SDNY,-22.7453,-43.4603,America/Sao_Paulo,-180,UTC-03:00
RU,Simferopol,Simferopol,SIP|UKFF,45.052222,33.975139,Europe/Simferopol,180,UTC+03:00
ID,Long Bawan,Long Bawan,LBW|WRLB,3.867,115.683,Asia/Makassar,480,UTC+08:00
ZA,Nelspruit,Nelspruit,FAKN|FANS|MQP|NLP,-25.5,30.9138,Africa/Johannesburg,120,UTC+02:00
US,"New Chenega, Alaska","New Chenega, Alaska",NCN|PFCB,60.077222,-147.991944,America/Anchorage,-480,UTC-08:00
RU,Magdagachi,Magdagachi,GDG,53.4733,125.795,Asia/Yakutsk,540,UTC+09:00
CO,Tolu,Tolu,SKTL|TLU,9.511944,-75.586389,America/Bogota,-300,UTC-05:00
CA,Saint Johns,Saint Johns,CYYT|YYT,47.61861,-52.751945,America/St_Johns,-150,UTC-02:30
JP,Rishiri,Rishiri,RIS|RJER,45.242006,141.186431,Asia/Tokyo,540,UTC+09:00
CH,Basel,Basel,ZBA,47.568056,7.606389,Europe/Paris,120,UTC+02:00
US,"Lanai City, Hawaii","Lanai City, Hawaii",LNY|PHNY,20.785611,-156.951419,Pacific/Honolulu,-600,UTC-10:00
ID,Kimam,Kimam,KMM,0.0,0.0,Asia/Jayapura,540,UTC+09:00
CN,Manzhouli,Manzhouli,NZH,49.566667,117.329444,Asia/Shanghai,480,UTC+08:00
TZ,Dodoma,Dodoma,DOD|HTDO,-6.170436,35.752578,Africa/Dar_es_Salaam,180,UTC+03:00
CA,Rimouski,Rimouski,CYXK|YXK,48.478056,-68.496944,America/Montreal,-240,UTC-04:00
US,"Tatalina, Alaska","Tatalina, Alaska",PATL|TLJ,62.894369,-155.976525,America/Anchorage,-480,UTC-08:00
CA,Bedwell Harbor,Bedwell Harbor,CYBW|YBW,51.1031,-114.374,America/Vancouver,-420,UTC-07:00
GB,Durham Tees Valley,Durham Tees Valley,EGNV|MME,54.509189,-1.429406,Europe/London,60,UTC+01:00
ZA,Richards Bay,Richards Bay,FARB|RCB,-28.741039,32.092111,Africa/Johannesburg,120,UTC+02:00
GB,Yeovilton,Yeovilton,EGDY|YEO,51.009358,-2.638819,Europe/London,60,UTC+01:00
PA,Bahia Pinas,Bahia Pinas,BFQ,7.583,-78.2,America/Panama,-300,UTC-05:00
CO,Puerto Berrio,Puerto Berrio,PBE,6.46034,-74.4105,America/Bogota,-300,UTC-05:00
BR,Cacador,Cacador,CFC|SBCD,-26.788333,-50.939722,America/Sao_Paulo,-180,UTC-03:00
AR,Puerto Madryn,Puerto Madryn,PMY|SAVY,-42.759161,-65.102725,America/Argentina/Catamarca,-180,UTC-03:00
BR,Alta Floresta,Alta Floresta,AFL|SBAT,-9.866092,-56.106206,America/Cuiaba,-240,UTC-04:00
JO,Mafraq,Mafraq,OJMF|OMF,32.356353,36.259181,Asia/Amman,180,UTC+03:00
US,"La Grange, Georgia","La Grange, Georgia",KLGC|LGC,33.0088611,-85.0726111,America/New_York,-240,UTC-04:00
BR,Sao Paulo,Sao Paulo,CGH|GRU|SBGR|SBKP|SBSP|VCP,-23.626692,-46.655375,America/Sao_Paulo,-180,UTC-03:00
MY,Bario,Bario,BBN|WBGZ,3.73389,115.479,Asia/Kuching,480,UTC+08:00
KI,Onotoa,Onotoa,OOT,0.0,0.0,Pacific/Tarawa,720,UTC+12:00
ID,Bokondini,Bokondini,BUI|WAJB,-3.58365,138.533,Asia/Jayapura,540,UTC+09:00
GR,Kalamata,Kalamata,KLX|LGKL,37.068319,22.025525,Europe/Athens,180,UTC+03:00
PG,Kieta,Kieta,KIE,57.45000001,42.15000001,Asia/Vladivostok,600,UTC+10:00
CN,Chifeng,Chifeng,CIF|ZBCF,42.235,118.908,Asia/Shanghai,480,UTC+08:00
IS,Thorshofn,Thorshofn,BITN|THO,66.2185,-15.3356,Atlantic/Reykjavik,0,UTC+00:00
GH,Takoradi,Takoradi,DGTK|TKD,4.896056,-1.774756,Africa/Accra,0,UTC+00:00
FR,Ajaccio,Ajaccio,AJA|LFKJ,41.923637,8.802917,Europe/Paris,120,UTC+02:00
JP,Memanbetsu,Memanbetsu,MMB|RJCM,43.880606,144.164053,Asia/Tokyo,540,UTC+09:00
GB,Kirkwall,Kirkwall,EGPA|KOI,58.957778,-2.905,Europe/London,60,UTC+01:00
AU,Groote Eylandt,Groote Eylandt,GTE|YGTE,-13.975,136.46,Australia/Darwin,570,UTC+09:30
CA,Points North Land,Points North Land,CYNL|YNL,58.2767,-104.082,America/Regina,-360,UTC-06:00
TZ,Dar Es Salaam,Dar Es Salaam,DAR|HTDA,-6.878111,39.202625,Africa/Dar_es_Salaam,180,UTC+03:00
US,"Chefornak, Alaska","Chefornak, Alaska",CYF|PACK,60.149167,-164.285556,America/Nome,-480,UTC-08:00
AU,Leinster,Leinster,LER|YLST,-27.8433,120.703,Australia/Perth,480,UTC+08:00
US,"Togiak Fish, Alaska","Togiak Fish, Alaska",GFB,0.0,0.0,America/Anchorage,-480,UTC-08:00
CM,Tiko,Tiko,FKKC|TKC,4.089192,9.360528,Africa/Douala,60,UTC+01:00
BR,Bauru,Bauru,BAU|JTC|SBBU|SJTC,-22.157778,-49.068333,America/Sao_Paulo,-180,UTC-03:00
PH,Sanga Sanga,Sanga Sanga,RPMN|SGS,5.04699,119.743,Asia/Macau,480,UTC+08:00
CL,Balmaceda,Balmaceda,BBA|SCBA,-45.916058,-71.689475,America/Santiago,-240,UTC-04:00
AT,Innsbruck,Innsbruck,INN|IOB|LOWI,47.260219,11.343964,Europe/Vienna,120,UTC+02:00
HN,Puerto Lempira,Puerto Lempira,MHPL|PEU,15.2622,-83.7812,America/Tegucigalpa,-360,UTC-06:00
GB,Shoreham By Sea,Shoreham By Sea,EGKA|ESH,50.835556,-0.297222,Europe/London,60,UTC+01:00
CR,San Jose,San Jose,MROC|MRPV|SJO|SYQ,9.993861,-84.208806,America/Costa_Rica,-360,UTC-06:00
GB,Leeds,Leeds,EGNM|LBA,53.865897,-1.660569,Europe/London,60,UTC+01:00
PG,Moro,Moro,AYMR|MXH,-6.36333,143.238,Pacific/Port_Moresby,600,UTC+10:00
CN,Lianyungang,Lianyungang,LYG|ZSLG,34.55,119.25,Asia/Shanghai,480,UTC+08:00
US,"Naukiti, Alaska","Naukiti, Alaska",NKI,0.0,0.0,America/Anchorage,-480,UTC-08:00
ID,Pangkalanbuun,Pangkalanbuun,PKN|WAOI,-2.705197,111.673208,Asia/Pontianak,420,UTC+07:00
AU,Nyngan,Nyngan,NYN,58.9,17.95,Australia/Sydney,600,UTC+10:00
JP,Fukue,Fukue,FUJ|RJFE,32.666269,128.832808,Asia/Tokyo,540,UTC+09:00
US,"Washington, DC","Washington, DC",BOF|BWI|BZS|DCA|GBO|IAD|JPN|KBWI|KDCA|KIAD|MTN|ZBP|ZWU,39.175361,-76.668333,America/New_York,-240,UTC-04:00
US,"Minchumina, Alaska","Minchumina, Alaska",MHM|PAMH,63.886111,-152.301944,America/Anchorage,-480,UTC-08:00
ES,Santander,Santander,DHS|LEXJ|SDR|YJL,43.427064,-3.820006,Europe/Madrid,120,UTC+02:00
US,"Laredo, Texas","Laredo, Texas",KLRD|LRD,27.54375,-99.461556,America/Chicago,-300,UTC-05:00
RU,Saratov,Saratov,GSV|RTW|UWSS,51.717988,46.170097,Europe/Saratov,240,UTC+04:00
ZW,Kariba,Kariba,FVKB|KAB,-16.519761,28.884981,Africa/Harare,120,UTC+02:00
US,"Port Heiden, Alaska","Port Heiden, Alaska",PAPH|PTH,56.9591,-158.633,America/Anchorage,-480,UTC-08:00
US,"Muscle Shoals, Alabama","Muscle Shoals, Alabama",KMSL|MSL,34.7453,-87.6102,America/Chicago,-300,UTC-05:00
BA,Sarajevo,Sarajevo,LQSA|SJJ,43.824583,18.331467,Europe/Sarajevo,120,UTC+02:00
IN,Porbandar,Porbandar,PBD|VAPR,21.648675,69.657219,Asia/Kolkata,330,UTC+05:30
FR,Albi,Albi,LBI|LFCI,43.913887,2.113056,Europe/Paris,120,UTC+02:00
CA,Chesterfield Inle,Chesterfield Inle,CYCS|YCS,63.3469,-90.7311,America/Rankin_Inlet,-300,UTC-05:00
AU,Port Hedland,Port Hedland,PHE|YPPD,-20.377778,118.626389,Australia/Perth,480,UTC+08:00
IN,Jaisalmer,Jaisalmer,JSA|VIJR,26.888653,70.864967,Asia/Kolkata,330,UTC+05:30
VN,Hanoi,Hanoi,HAN|VVNB,21.221192,105.807178,Asia/Ho_Chi_Minh,420,UTC+07:00
US,"Bishop, California","Bishop, California",BIH|KBIH,37.36983,-118.36622,America/Los_Angeles,-420,UTC-07:00
US,"Grand Forks, ND","Grand Forks, ND",GFK|KGFK,47.949256,-97.176111,America/Chicago,-300,UTC-05:00
TR,Mersin,Mersin,COV,36.899408,35.064701,Europe/Istanbul,180,UTC+03:00
