country_code,city_name,ascii_name,alt_names,latitude,longitude,iana_timezone,utc_offset_minutes,utc_offset_label
SO,Borama,Borama,BXX,9.933,43.15,Europe/Volgograd,180,UTC+03:00
US,"Spencer, Iowa","Spencer, Iowa",KSPW|SPW,43.165527,-95.202805,America/Chicago,-300,UTC-05:00
BR,Sao Joao Del Rei,Sao Joao Del Rei,JDR,-21.0864,-44.2258,America/Sao_Paulo,-180,UTC-03:00
NO,Notodden,Notodden,ENNO|NTB,59.565683,9.212222,Europe/Oslo,120,UTC+02:00
AU,Yuendumu,Yuendumu,YUE|YYND,-22.254167,131.781944,Australia/Darwin,570,UTC+09:30
NZ,Wanaka,Wanaka,NZWF|WKA,-44.722222,169.245556,Pacific/Auckland,720,UTC+12:00
ID,Banda Aceh,Banda Aceh,BTJ|WITT,5.523522,95.420372,Asia/Jakarta,420,UTC+07:00
VU,Tongoa,Tongoa,NVST|TGH,-16.8911,168.551,Pacific/Efate,660,UTC+11:00
NP,Simara,Simara,SIF|VNSI,27.159456,84.980122,Asia/Kathmandu,345,UTC+05:45
CA,Rouyn,Rouyn,CYUY|YUY,48.206111,-78.835556,America/Montreal,-240,UTC-04:00
FR,Clermont Ferrand,Clermont Ferrand,CFE|LFLC,45.786661,3.169169,Europe/Paris,120,UTC+02:00
ID,Singkep,Singkep,SIQ|WIDS,-0.479189,104.579283,Asia/Jakarta,420,UTC+07:00
ET,Shilavo,Shilavo,HIL,6.08333,44.7667,Africa/Addis_Ababa,180,UTC+03:00
CA,Salluit,Salluit,CYZG|YZG,62.1794,-75.6672,America/Montreal,-240,UTC-04:00
US,"Cold Bay, Alaska","Cold Bay, Alaska",CDB|PACD,55.206061,-162.725436,America/Nome,-480,UTC-08:00
CA,Shamattawa,Shamattawa,CZTM|ZTM,55.8656,-92.0814,America/Winnipeg,-300,UTC-05:00
CA,Lansdowne House,Lansdowne House,CYLH|YLH,52.1956,-87.9342,America/Toronto,-240,UTC-04:00
MG,Manja,Manja,FMSJ|MJA,-21.417,44.317,Indian/Antananarivo,180,UTC+03:00
JP,Morioka,Morioka,HNA|RJSI,39.428611,141.135278,Asia/Tokyo,540,UTC+09:00
IN,Dehradun,Dehradun,DED|VIDN,30.189689,78.180256,Asia/Kolkata,330,UTC+05:30
US,"Coatesville, Pennsylvania","Coatesville, Pennsylvania",CTH|KMQS,39.9789,-75.8654,America/New_York,-240,UTC-04:00
AU,Halls Creek,Halls Creek,HCQ|YHLC,-18.233889,127.669722,Australia/Perth,480,UTC+08:00
RU,Vorkuta,Vorkuta,UUYW|VKT,67.4886,63.9931,Europe/Moscow,180,UTC+03:00
US,"Mekoryuk, Alaska","Mekoryuk, Alaska",MYU|PAMY,60.3714,-166.271,America/Nome,-480,UTC-08:00
ET,Addis Ababa,Addis Ababa,ADD|HAAB,8.977889,38.799319,Africa/Addis_Ababa,180,UTC+03:00
US,Newburgh,Newburgh,KSWF|SWF,41.504094,-74.104839,America/New_York,-240,UTC-04:00
DE,Peenemuende,Peenemuende,EDCP|PEF,54.157778,13.772778,Europe/Berlin,120,UTC+02:00
IN,Dhanbad,Dhanbad,DBD|VEDB,23.834044,86.425261,Asia/Kolkata,330,UTC+05:30
US,"Truth Or Conseque, New Mexico","Truth Or Conseque, New Mexico",KTCS|TCS,33.236944,-107.27175,America/Denver,-360,UTC-06:00
PH,San Fernando,San Fernando,RPUS|SFE,16.595589,120.303219,Asia/Manila,480,UTC+08:00
US,"Oshkosh, Wisconsin","Oshkosh, Wisconsin",KOSH|OSH,44.024983,-88.551336,America/Chicago,-300,UTC-05:00
GB,Wigan Nw,Wigan Nw,XWI,53.543,-2.632,Europe/London,60,UTC+01:00
US,"Lakehurst, New Jersey","Lakehurst, New Jersey",KNEL|NEL,40.033333,-74.353333,America/New_York,-240,UTC-04:00
ES,Burgos,Burgos,LEBG|RGS|UGR|XJU,42.357628,-3.620764,Europe/Madrid,120,UTC+02:00
FR,Saint Malo,Saint Malo,XSB,24.2856083,52.5783472,Asia/Dubai,240,UTC+04:00
US,"Glendive, Montana","Glendive, Montana",GDV|KGDV,47.138611,-104.807222,America/Denver,-360,UTC-06:00
SE,Kramfors,Kramfors,ESNK|KRF,63.048597,17.768856,Europe/Stockholm,120,UTC+02:00
AO,Capanda,Capanda,FNCP|KNP,-9.771944,15.456111,Africa/Niamey,60,UTC+01:00
GR,Karpathos,Karpathos,AOK|LGKP,35.421408,27.146008,Europe/Athens,180,UTC+03:00
PG,Rabaul,Rabaul,AYTK|RAB,-4.34046,152.38,Pacific/Port_Moresby,600,UTC+10:00
AR,Ushuaia,Ushuaia,SAWH|USH,-54.843278,-68.29575,America/Argentina/Ushuaia,-180,UTC-03:00
IR,Bushehr,Bushehr,BUZ|OIBB,28.944811,50.834637,Asia/Tehran,210,UTC+03:30
GH,Tamale,Tamale,DGLE|TML,9.557192,-0.863214,Africa/Accra,0,UTC+00:00
AR,Colonia Catriel,Colonia Catriel,CCT,-37.9102,-67.835,America/Argentina/Salta,-180,UTC-03:00
VE,Valle De Pascua,Valle De Pascua,SVVP|VDP,9.222028,-65.993583,America/Caracas,-240,UTC-04:00
CN,Wuyishan,Wuyishan,WUS|ZSWY,27.7019,118.001,Asia/Shanghai,480,UTC+08:00
US,"Ottumwa, Iowa","Ottumwa, Iowa",OTM,41.10668,-92.44824,America/Chicago,-300,UTC-05:00
RU,Usinsk,Usinsk,USK,66.00077,57.221113,Europe/Moscow,180,UTC+03:00
US,"Point Baker, Alaska","Point Baker, Alaska",KPB,56.351944,-133.6225,America/Anchorage,-480,UTC-08:00
MG,Majunga,Majunga,FMNM|MJN,-15.667144,46.351828,Indian/Antananarivo,180,UTC+03:00
ES,Madrid,Madrid,LEMD|LETO|MAD|TOJ|XOC|XTI,40.493556,-3.566764,Europe/Madrid,120,UTC+02:00
SB,Suavanao,Suavanao,AGGV|VAO,-7.58556,158.731,Pacific/Guadalcanal,660,UTC+11:00
NG,Abuja,Abuja,ABV|DNAA,9.006792,7.263172,Africa/Lagos,60,UTC+01:00
PK,Rawala Kot,Rawala Kot,OPRT|RAZ,33.849658,73.798147,Asia/Karachi,300,UTC+05:00
FR,Poitiers,Poitiers,LFBI|PIS|XOP,46.587745,0.306666,Europe/Paris,120,UTC+02:00
US,"Salina, Kansas","Salina, Kansas",KSLN|SLN,38.791,-97.6522,America/Chicago,-300,UTC-05:00
PG,Misima Island,Misima Island,AYMS|MIS,-10.6892,152.838,Pacific/Port_Moresby,600,UTC+10:00
PK,Gwadar,Gwadar,GWD|OPGD,25.233308,62.329494,Asia/Karachi,300,UTC+05:00
KZ,Taraz,Taraz,DMB|UADD,42.853611,71.303611,Asia/Qyzylorda,300,UTC+05:00
DE,Duesseldorf,Duesseldorf,DUS|EDDL|EDLN|EDLV|MGL|NRN|QDU,51.289453,6.766775,Europe/Berlin,120,UTC+02:00
CL,Arica,Arica,ARI|SCAR,-18.348531,-70.338742,America/Santiago,-240,UTC-04:00
US,"Dodge City, Kansas","Dodge City, Kansas",DDC|KDDC,37.7634,-99.9656,America/Chicago,-300,UTC-05:00
US,"Danbury, Connecticut","Danbury, Connecticut",DXR|KDXR,41.3715353,-73.4821906,America/New_York,-240,UTC-04:00
CA,Petawawa,Petawawa,CYWA|YWA,45.952221,-77.319168,America/Toronto,-240,UTC-04:00
NG,Gusau,Gusau,DNGU|QUS,12.171667,6.696111,Africa/Lagos,60,UTC+01:00
JP,Oki Island,Oki Island,OKI|RJNO,36.181125,133.324844,Asia/Tokyo,540,UTC+09:00
GY,Mahdia,Mahdia,MHA|SYMD,5.266667,-59.15,America/Guyana,-240,UTC-04:00
CA,Kuujjuarapik,Kuujjuarapik,CYGW|YGW,55.2819,-77.7653,America/Montreal,-240,UTC-04:00
VE,Cumana,Cumana,CUM|SVCU,10.450333,-64.130472,America/Caracas,-240,UTC-04:00
GB,Newquay,Newquay,EGDG|NQY,50.440558,-4.995408,Europe/London,60,UTC+01:00
DZ,Setif,Setif,DAAS|QSF,36.1781,5.32449,Africa/Algiers,60,UTC+01:00
BR,Florianopolis,Florianopolis,FLN|SBFL,-27.670489,-48.547181,America/Sao_Paulo,-180,UTC-03:00
CO,Villagarzon,Villagarzon,SKVG|VGZ,0.978889,-76.605556,America/Bogota,-300,UTC-05:00
AU,Mount Hotham,Mount Hotham,MHU|YHOT,-37.0475,147.334,Australia/Melbourne,600,UTC+10:00
GR,Milos,Milos,LGML|MLO,36.696111,24.4775,Europe/Athens,180,UTC+03:00
ID,Sabang,Sabang,SBG|WITB,5.874131,95.339672,Asia/Jakarta,420,UTC+07:00
MH,Bikini Atoll,Bikini Atoll,BII,11.5225,165.565,Pacific/Wallis,720,UTC+12:00
US,"Big Mountain, Alaska","Big Mountain, Alaska",BMX|PABM,59.361247,-155.258822,America/Anchorage,-480,UTC-08:00
MX,Aguascalientes,Aguascalientes,AGU|MMAS,21.705558,-102.317858,America/Mexico_City,-360,UTC-06:00
IN,Jammu,Jammu,IXJ|VIJU,32.689142,74.837389,Asia/Kolkata,330,UTC+05:30
CA,Hudson Bay,Hudson Bay,CYHB|YHB,52.816666,-102.31139,America/Regina,-360,UTC-06:00
SE,Malmoe,Malmoe,ESMS|JMM|MMX|XFR,0.0,0.0,Europe/Stockholm,120,UTC+02:00
NO,Tromso,Tromso,ENTC|TOS,69.683333,18.918919,Europe/Oslo,120,UTC+02:00
JP,Sendai,Sendai,RJSS|SDJ,38.139722,140.916944,Asia/Tokyo,540,UTC+09:00
PK,Panjgur,Panjgur,OPPG|PJG,26.954547,64.132517,Asia/Karachi,300,UTC+05:00
TH,Mae Hong Son,Mae Hong Son,HGN|VTCH,19.301667,97.975,Asia/Bangkok,420,UTC+07:00
NG,Sokoto,Sokoto,DNSO|SKO,12.916322,5.207189,Africa/Lagos,60,UTC+01:00
ZM,Livingstone,Livingstone,FLLI|LVI,-17.821756,25.822692,Africa/Lusaka,120,UTC+02:00
MN,Choibalsan,Choibalsan,COQ|ZMCD,48.1357,114.646,Asia/Choibalsan,480,UTC+08:00
US,"Hailey, Idaho","Hailey, Idaho",KSUN|SUN,43.504444,-114.296194,America/Boise,-360,UTC-06:00
MY,Kuching,Kuching,KCH|WBGG,1.484697,110.346933,Asia/Kuching,480,UTC+08:00
ET,Humera,Humera,HAHU|HUE,14.3,36.616667,Africa/Addis_Ababa,180,UTC+03:00
PM,Miquelon,Miquelon,LFVM|MQC,47.095472,-56.380278,America/Miquelon,-120,UTC-02:00
US,"Burlington, Iowa","Burlington, Iowa",BRL|KBRL,40.7832,-91.1255,America/Chicago,-300,UTC-05:00
CN,Ji an,Ji an,JGS,26.8997,114.7375,Asia/Shanghai,480,UTC+08:00
SE,Lidkoping,Lidkoping,ESGL|LDK,58.465522,13.174414,Europe/Stockholm,120,UTC+02:00
US,"Butte, MT","Butte, MT",BTM|KBTM,45.954806,-112.497472,America/Denver,-360,UTC-06:00
CA,Roberval,Roberval,CYRJ|YRJ,48.52,-72.265556,America/Montreal,-240,UTC-04:00
PA,Achutupo,Achutupo,ACU,9.2,-77.98,America/Panama,-300,UTC-05:00
KE,Kericho,Kericho,HKKR|KEY,-0.385,35.245,Africa/Nairobi,180,UTC+03:00
CO,Puerto Asis,Puerto Asis,PUU|SKAS,0.505228,-76.500836,America/Bogota,-300,UTC-05:00
NG,Enugu,Enugu,DNEN|ENU,6.474272,7.561961,Africa/Lagos,60,UTC+01:00
CO,Santa Marta,Santa Marta,SKSM|SMR,11.11965,-74.230647,America/Bogota,-300,UTC-05:00
US,"Tifton, Georgia","Tifton, Georgia",KTMA|TMA,31.4289814,-83.488545,America/New_York,-240,UTC-04:00
ZM,Kasaba Bay,Kasaba Bay,FLKY|ZKB,-8.525,30.663,Africa/Lusaka,120,UTC+02:00
AU,Cloncurry,Cloncurry,CNJ|YCCY,-20.6686,140.504,Australia/Brisbane,600,UTC+10:00
BD,Rajshahi,Rajshahi,RJH|VGRJ,24.437219,88.616511,Asia/Dhaka,360,UTC+06:00
TR,Konya,Konya,KYA|KYU|LTAN|PFKU,37.979,32.561861,America/Anchorage,-480,UTC-08:00
CA,Peace River,Peace River,CYPE|YPE,56.226944,-117.447222,America/Edmonton,-360,UTC-06:00
AE,Al Ain,Al Ain,AAN|OMAL,24.261667,55.609167,Asia/Dubai,240,UTC+04:00
IR,Kermanshah,Kermanshah,KSH|OICC,34.345853,47.158128,Asia/Tehran,210,UTC+03:30
IN,Gorakhpur,Gorakhpur,GOP|VEGK,26.739708,83.449708,Asia/Kolkata,330,UTC+05:30
US,"Wilmington, North Carolina","Wilmington, North Carolina",ILM|KILM,34.270615,-77.902569,America/New_York,-240,UTC-04:00
KI,Maiana,Maiana,MNK|NGMA,0.933333,173.0,Pacific/Tarawa,720,UTC+12:00
UA,Kamianets Podilski,Kamianets Podilski,KCP,0.0,0.0,Europe/Riga,180,UTC+03:00
IN,Udaipur,Udaipur,UDR|VAUD,24.617697,73.8961,Asia/Kolkata,330,UTC+05:30
SB,Gatokae,Gatokae,GTA,-8.75,158.2,Pacific/Noumea,660,UTC+11:00
TH,Loei,Loei,LOE|VTUL,17.439133,101.722064,Asia/Bangkok,420,UTC+07:00
CA,Muskrat Dam,Muskrat Dam,CZMD|MSA,53.4414,-91.7628,America/Winnipeg,-300,UTC-05:00
ID,Pomala,Pomala,PUM,-4.183333,121.61667,Asia/Makassar,480,UTC+08:00
MH,Kaben,Kaben,KBT,8.90056,170.844,Pacific/Wallis,720,UTC+12:00
CA,Hopedale,Hopedale,CYHO|YHO,55.4483,-60.2286,America/Goose_Bay,-180,UTC-03:00
US,"Marthas Vineyard, Massachusetts","Marthas Vineyard, Massachusetts",KMVY|MVY,41.391667,-70.615278,America/New_York,-240,UTC-04:00
AF,Kabul,Kabul,KBL|OAKB,34.565853,69.212328,Asia/Kabul,270,UTC+04:30
PH,Subic Bay,Subic Bay,RPLB|SFS,14.7944,120.271,Asia/Manila,480,UTC+08:00
NO,Rost,Rost,ENRS|RET,67.5278,12.1033,Europe/Oslo,120,UTC+02:00
FR,Saint Etienne,Saint Etienne,EBU|LFMH,45.540554,4.296389,Europe/Paris,120,UTC+02:00
NZ,Mount Cook,Mount Cook,GTN|MON|NZGT|NZMC,-43.906666,170.128333,Pacific/Auckland,720,UTC+12:00
AT,Hohenems,Hohenems,HOH|LOIH,47.385,9.7,Europe/Vienna,120,UTC+02:00
AU,Deniliquin,Deniliquin,DNQ,0.0,0.0,Australia/Sydney,600,UTC+10:00
MR,Kiffa,Kiffa,GQNF|KFA,16.589983,-11.406208,Africa/Nouakchott,0,UTC+00:00
IT,Brescia,Brescia,BRZ,45.5325,10.212778,Europe/Rome,120,UTC+02:00
US,"Waterloo, Iowa","Waterloo, Iowa",ALO|KALO,42.5571,-92.4003,America/Chicago,-300,UTC-05:00
US,"Bismarck, ND","Bismarck, ND",BIS|KBIS,46.775842,-100.757931,America/Chicago,-300,UTC-05:00
CA,Drayton Valley,Drayton Valley,CYDC|YDC,49.468056,-120.511389,America/Edmonton,-360,UTC-06:00
BR,Manicore,Manicore,MNX|SBMY,-5.811381,-61.278319,America/Manaus,-240,UTC-04:00
US,"Lawton, Oklahoma","Lawton, Oklahoma",KLAW|LAW,34.5677144,-98.4166367,America/Chicago,-300,UTC-05:00
NZ,Picton,Picton,NZPN|PCN,-41.348333,173.955278,Pacific/Auckland,720,UTC+12:00
GR,Astypalea Island,Astypalea Island,JTY|LGPL,36.579886,26.375822,Europe/Athens,180,UTC+03:00
CA,Makkovik,Makkovik,CYFT|YMN,55.0769,-59.1864,America/Goose_Bay,-180,UTC-03:00
US,"Benton Harbor, Michigan","Benton Harbor, Michigan",BEH,42.1285833,-86.4285,America/Detroit,-240,UTC-04:00
FR,Biarritz,Biarritz,BIQ|LFBZ,43.468419,-1.523325,Europe/Paris,120,UTC+02:00
PT,Porto Santo,Porto Santo,LPPS|PXO,33.073386,-16.349975,Atlantic/Madeira,60,UTC+01:00
ZM,Mansa,Mansa,MNS,0.0,0.0,Africa/Lusaka,120,UTC+02:00
MY,Labuan,Labuan,LBU|WBKL,5.300683,115.250181,Asia/Kuching,480,UTC+08:00
JP,Monbetsu,Monbetsu,MBE|RJEB,44.303914,143.404028,Asia/Tokyo,540,UTC+09:00
US,"Albany, GA","Albany, GA",ABY|KABY,31.5355,-84.1945,America/New_York,-240,UTC-04:00
CH,Lugano,Lugano,LSZA|LUG|QDL,46.004275,8.910578,Europe/Zurich,120,UTC+02:00
SE,Hagfors,Hagfors,ESOH|HFS,60.020064,13.578908,Europe/Stockholm,120,UTC+02:00
US,"Oahu, Hawaii","Oahu, Hawaii",HDH|PHDH,21.579475,-158.197281,Pacific/Honolulu,-600,UTC-10:00
US,"Mansfield, OH","Mansfield, OH",KMFD|MFD,40.8214167,-82.5166389,America/New_York,-240,UTC-04:00
MA,Kenitra,Kenitra,GMMY|NNA,34.298864,-6.595878,Africa/Casablanca,60,UTC+01:00
CA,South Indian Lake,South Indian Lake,CZSN|XSI,56.792778,-98.907222,America/Winnipeg,-300,UTC-05:00
RU,Kaluga,Kaluga,KLF|UUBS,54.55,36.367,Europe/Moscow,180,UTC+03:00
US,"Binghamton, New York","Binghamton, New York",BGM|KBGM,42.208689,-75.979839,America/New_York,-240,UTC-04:00
US,"Hudson, New York","Hudson, New York",HCC,42.2913,-73.7103,America/New_York,-240,UTC-04:00
US,"Frankfort, Kentucky","Frankfort, Kentucky",FFT|KFFT,38.1819722,-84.9061389,America/New_York,-240,UTC-04:00
CA,Pikangikum,Pikangikum,CYPM|YPM,51.8197,-93.9733,America/Winnipeg,-300,UTC-05:00
AR,El Maiten,El Maiten,EMX,-42.0292,-71.1725,America/Argentina/Catamarca,-180,UTC-03:00
CN,Arnsberg,Arnsberg,EDLA|ZCA,51.483333,7.899333,Europe/Berlin,120,UTC+02:00
ID,Rengat,Rengat,RGT|WIPR,-0.352808,102.334917,Asia/Jakarta,420,UTC+07:00
NL,Enschede,Enschede,EHTW|ENS,52.27,6.874167,Europe/Amsterdam,120,UTC+02:00
TW,Chi Mei,Chi Mei,CMJ|RCCM,23.266667,119.666667,Asia/Taipei,480,UTC+08:00
CA,Taloyoak,Taloyoak,CYYH|YYH,69.546667,-93.576667,America/Cambridge_Bay,-360,UTC-06:00
CR,Tamarindo,Tamarindo,MRCV|TNO,10.3557,-85.852892,America/Costa_Rica,-360,UTC-06:00
US,"Santa Fe, New Mexico","Santa Fe, New Mexico",KSAF|SAF,35.617108,-106.089422,America/Denver,-360,UTC-06:00
US,"Fairmont, Minnesota","Fairmont, Minnesota",FRM,43.64384,-94.4158,America/Chicago,-300,UTC-05:00
ML,Tombouctou,Tombouctou,GATB|TOM,16.730458,-3.007583,Africa/Bamako,0,UTC+00:00
CN,Lincang,Lincang,LNJ|ZPLC,23.738333,100.025,Asia/Shanghai,480,UTC+08:00
CA,Quebec,Quebec,BQC|CYQB|YQB,46.791111,-71.393333,America/Montreal,-240,UTC-04:00
US,"Annette Island, Alaska","Annette Island, Alaska",ANN|PANT,55.042436,-131.572233,America/Metlakatla,-480,UTC-08:00
PY,Pedro Juan Caball,Pedro Juan Caball,PJC|SGPJ,-22.641389,-55.829722,America/Asuncion,-180,UTC-03:00
US,"Wichita Falls, Texas","Wichita Falls, Texas",KSPS|SPS,33.988797,-98.491894,America/Chicago,-300,UTC-05:00
RU,Barnaul,Barnaul,BAX|UNBB,53.361107,83.547637,Asia/Omsk,360,UTC+06:00
US,"Saint Paul, Minnesota","Saint Paul, Minnesota",STP,51.53,-0.125,America/Chicago,-300,UTC-05:00
FR,Morlaix,Morlaix,LFRU|MXN,48.603222,-3.815783,Europe/Paris,120,UTC+02:00
AO,Saurimo,Saurimo,FNSA|VHC,-9.689067,20.431875,Africa/Luanda,60,UTC+01:00
ET,Makale,Makale,HAMK|MQX,13.467367,39.533464,Africa/Addis_Ababa,180,UTC+03:00
ID,Melangguane,Melangguane,MNA,4.00694,126.673,Asia/Makassar,480,UTC+08:00
BR,Tefe,Tefe,SBTF|TFF,-3.382944,-64.724056,America/Manaus,-240,UTC-04:00
IN,Surat,Surat,STV|VASU,21.114061,72.741792,Asia/Kolkata,330,UTC+05:30
AU,Morawa,Morawa,MWB,-29.211,116.009,Australia/Perth,480,UTC+08:00
TZ,Tanga,Tanga,HTTG|TGT,-5.092358,39.071158,Africa/Dar_es_Salaam,180,UTC+03:00
ET,Debra Marcos,Debra Marcos,DBM|HADM,10.316667,37.733333,Africa/Addis_Ababa,180,UTC+03:00
US,"Toledo, Ohio","Toledo, Ohio",KTOL|TDZ|TOL,41.586806,-83.807833,America/New_York,-240,UTC-04:00
MX,Nogales,Nogales,MMNG|NOG,31.226083,-110.975831,America/Hermosillo,-420,UTC-07:00
AU,Coconut Island,Coconut Island,CNC|YCCT,-10.05,143.07,Australia/Brisbane,600,UTC+10:00
NZ,Alexandra,Alexandra,ALR|NZLX,-45.211666,169.373333,Pacific/Auckland,720,UTC+12:00
MX,Chihuahua,Chihuahua,CUU|MMCU,28.702875,-105.964567,America/Chihuahua,-360,UTC-06:00
AR,El Calafate,El Calafate,FTE|SAWC,-50.280322,-72.053103,America/Argentina/Rio_Gallegos,-180,UTC-03:00
BS,Rock Sound,Rock Sound,MYER|RSD,24.8917,-76.177739,America/Nassau,-240,UTC-04:00
ET,Mendi,Mendi,NDM,9.767,35.1,Africa/Addis_Ababa,180,UTC+03:00
ZA,East London,East London,ELS|FAEL,-33.035569,27.825939,Africa/Johannesburg,120,UTC+02:00
BR,Belmonte,Belmonte,BVM,-15.8717,-38.8719,America/Bahia,-180,UTC-03:00
US,"Columbia, South Carolina","Columbia, South Carolina",CAE|KCAE,33.938833,-81.119528,America/New_York,-240,UTC-04:00
US,"Fullerton, California","Fullerton, California",FUL|KFUL,33.521925,-117.584722,America/Los_Angeles,-420,UTC-07:00
SR,Totness,Totness,SMCO|TOT,5.865833,-56.3275,America/Paramaribo,-180,UTC-03:00
GB,Penzance,Penzance,EGHK|PZE,50.1281,-5.51845,Europe/London,60,UTC+01:00
CO,Ipiales,Ipiales,IPI|SKIP,0.861925,-77.671764,America/Bogota,-300,UTC-05:00
PG,Nissan Island,Nissan Island,IIS,-4.49972,154.226,Asia/Vladivostok,600,UTC+10:00
CA,Sault Ste Marie,Sault Ste Marie,CYAM|YAM,46.485001,-84.509445,America/Toronto,-240,UTC-04:00
IR,Now Shahr,Now Shahr,NSH|OINN,36.663333,51.464722,Asia/Tehran,210,UTC+03:30
AR,Santiago,Santiago,SANE|SDE,-27.765617,-64.310122,America/Argentina/Cordoba,-180,UTC-03:00
US,"Massena, New York","Massena, New York",KMSS|MSS,44.935833,-74.845547,America/New_York,-240,UTC-04:00
NO,Floro,Floro,ENFL|FRO,61.583611,5.024722,Europe/Oslo,120,UTC+02:00
BR,Santa Terezinha,Santa Terezinha,STZ|SWST,-10.47,-50.502778,America/Cuiaba,-240,UTC-04:00
US,"Manhattan, Kansas","Manhattan, Kansas",KMHK|MHK,39.140972,-96.670833,America/Chicago,-300,UTC-05:00
AU,Inverell,Inverell,IVR|YIVL,-29.888333,151.144167,Australia/Sydney,600,UTC+10:00
BR,Campina Grande,Campina Grande,CPV|SBKG,-7.269917,-35.896364,America/Fortaleza,-180,UTC-03:00
CN,Haikou,Haikou,HAK|ZJHK,19.934856,110.458961,Asia/Chongqing,480,UTC+08:00
AU,Thargomindah,Thargomindah,XTG|YTGM,-27.9864,143.811,Australia/Brisbane,600,UTC+10:00
RU,Zheleznogorsk-Ilimsky,Zheleznogorsk-Ilimsky,ЖЕЗ,56.584848,104.114292,Asia/Irkutsk,480,UTC+08:00
US,"Tok, Alaska","Tok, Alaska",PFTO|TKJ,63.329444,-142.953611,America/Anchorage,-480,UTC-08:00
AU,Traralgon,Traralgon,TGN,0.0,0.0,Australia/Melbourne,600,UTC+10:00
CA,Bella Bella,Bella Bella,CYJQ|ZEL,52.139722,-128.063611,America/Vancouver,-420,UTC-07:00
AU,Wudinna,Wudinna,WUD,-33.0433,135.44701,Australia/Adelaide,570,UTC+09:30
CN,Jinghong,Jinghong,JHG,21.973914,100.759611,Asia/Chongqing,480,UTC+08:00
MG,Tsiroanomandidy,Tsiroanomandidy,FMMX|WTS,-18.75,46.05,Indian/Antananarivo,180,UTC+03:00
CU,Varadero,Varadero,MUVR|VRA,23.034445,-81.435278,America/Havana,-240,UTC-04:00
IN,Hyderabad,Hyderabad,HYD|VOHY,17.240273,78.429379,Asia/Kolkata,330,UTC+05:30
IN,Keshod,Keshod,IXK|VAKS,21.317069,70.270403,Asia/Kolkata,330,UTC+05:30
FI,Seinajoki,Seinajoki,EFSI|SJY,62.6921,22.8323,Europe/Helsinki,180,UTC+03:00
US,"Mitchell, SD","Mitchell, SD",MHE,43.77471,-98.03841,America/Cancun,-300,UTC-05:00
VU,Futuna Island,Futuna Island,FTA|NVVF,-19.5164,170.232,Pacific/Efate,660,UTC+11:00
IT,Trieste,Trieste,LIPQ|TRS|TXB,45.8275,13.472222,Europe/Rome,120,UTC+02:00
PG,Obo,Obo,OBX,-7.583,141.317,Asia/Vladivostok,600,UTC+10:00
US,"Evanston, Wyoming","Evanston, Wyoming",EVW,41.27467,-111.03268,America/Denver,-360,UTC-06:00
US,"Peru, Illinois","Peru, Illinois",KVYS|VYS,41.351944,-89.153056,America/Cancun,-300,UTC-05:00
ES,Reus,Reus,LERS|REU,41.147392,1.167172,Europe/Madrid,120,UTC+02:00
RS,Pristina,Pristina,LYPR|PRN,42.572778,21.035833,Europe/Belgrade,120,UTC+02:00
US,"Sheridan, Wyoming","Sheridan, Wyoming",KSHR|SHR,44.7692,-106.98,America/Denver,-360,UTC-06:00
IN,Mangalore,Mangalore,IXE|VOML,12.961267,74.890069,Asia/Kolkata,330,UTC+05:30
PE,Machu Picchu,Machu Picchu,MFT,-13.1167,-72.5667,America/Panama,-300,UTC-05:00
NL,Utrecht,Utrecht,EHSB|UTC,52.1273,5.27619,Europe/Amsterdam,120,UTC+02:00
PG,Kundiawa,Kundiawa,AYCH|CMU,-6.02429,144.971,Pacific/Port_Moresby,600,UTC+10:00
IN,Jorhat,Jorhat,JRH|VEJT,26.731528,94.175536,Asia/Kolkata,330,UTC+05:30
ZA,Sishen,Sishen,FASS|SIS,-27.648606,22.999278,Africa/Johannesburg,120,UTC+02:00
JP,Minami Daito,Minami Daito,MMD|ROMD,25.846533,131.263494,Asia/Tokyo,540,UTC+09:00
US,"Marana, Arizona","Marana, Arizona",KMZJ|MZJ,32.509722,-111.325278,America/Phoenix,-420,UTC-07:00
US,"Excursion Inlet, Alaska","Excursion Inlet, Alaska",EXI,58.420556,-135.449167,America/Anchorage,-480,UTC-08:00
JP,Odate Noshiro,Odate Noshiro,ONJ|RJSR,40.1919,140.371,Asia/Tokyo,540,UTC+09:00
PF,Makemo,Makemo,MKP|NTGM,-16.583919,-143.658369,Pacific/Tahiti,-600,UTC-10:00
BR,Ponta Pelada,Ponta Pelada,PLL,-3.14604,-59.9863,America/Manaus,-240,UTC-04:00
US,"McAllen, Texas","McAllen, Texas",KMFE|MFE,26.175833,-98.238611,America/Chicago,-300,UTC-05:00
KR,Gwangju,Gwangju,KWJ|RKJJ|XNJ,35.126389,126.808889,Asia/Seoul,540,UTC+09:00
PK,Dalbandin,Dalbandin,DBA|OPDB,28.8783,64.3998,Asia/Karachi,300,UTC+05:00
CN,Qingyang,Qingyang,IQN|ZLQY,35.7997,107.603,Asia/Chongqing,480,UTC+08:00
GR,Ioannina,Ioannina,IOA|LGIO,39.696388,20.8225,Europe/Athens,180,UTC+03:00
UZ,Fargona,Fargona,FEG|UTKF,40.3588,71.745,Asia/Tashkent,300,UTC+05:00
